pdf_letter_section,pdf_source_order,pdf_business_name,pdf_original_summary,pdf_source_directory_url,added_enrichment_label,enrichment_confidence,added_enrichment_note,enriched_business_name,enriched_official_website,enriched_chamber_profile_url,enriched_phone,enriched_email,enriched_address,enriched_city,enriched_state,enriched_zip,enriched_business_category,enriched_verified_summary,added_enrichment_sources
L,20,Lake Charles Charter Academy,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,21,Lake Charles Country Club,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,22,Lake Charles Event Center,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,23,Lake Charles Filtration,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,24,Lake Charles Gumbeaux Gators,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,25,Lake Charles Housing Authority,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,26,Lake Charles Little Theatre,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,27,Lake Charles Office Supply,"Retail, specialty goods, home goods, supplies, or consumer products.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,28,Lake Charles Pilots,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,29,Lake Charles Poultry,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,30,Lake Charles Process Server,Process serving and court filing/legal support business.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,31,Lake Charles Racquet Club,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,32,Lake Charles Regional Airport,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,33,Lake Charles Rubber & Gasket,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,34,Lake Charles Tackle,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,35,Lake Charles Toyota,Automotive dealership offering vehicle sales and service.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,36,Lake Charles Urgent Care,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,37,Lake City Printing,"Advertising, marketing, media, printing, signage, or creative services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,38,Lake City Trucking,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,39,Lakeside Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,40,Lamar Advertising,"Advertising, marketing, media, printing, signage, or creative services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,41,Lancon Engineers,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,42,Landmark Title,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,43,Landry Supply,"Retail, specialty goods, home goods, supplies, or consumer products.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,44,Landscape Management Services,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,45,Langley Williams & Company,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,46,Lard Oil,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,47,Laundry World,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,48,Le Jolliet,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,49,Lee-Dee Wholesale,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,50,Lee V Thibodeaux,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,51,Legacy at Lake Charles,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,52,Levingston Group,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,53,Lewing Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,54,LifeShare Blood Centers,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
L,55,Linde Gas & Equipment,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/l,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
